anrede;vorname;nachname;strasse;nr;plz;ort;kanton;sprachregion;nationaliät;sexcode;mobile_nr;vertrag_nr;konto_nr;auth_device
Herr;Hans;Del Grosso;Hinterdorfweg;2;6288;Schongau;LU;de;Italien ;m;+41788217793;49034;CH5300772790143569843;ptan
Herr;Daniel;Meier;Mühleweg;3;6043;Adligenswil;LU;de;Schweiz;m;+41787366389;39488;CH5300772611643404284;mtan
Frau;Sandra;Duc;Museggstrasse;25a;6004;Luzern;LU;de;Schweiz;w;+41788663688;46616;CH5300772545114183658;mtan
Herr;Daniel;Steiner;Loch;31;9055;Bühler;AR;de;Italien ;m;+41787966215;46763;CH5300772418221726952;ptan
Frau;Marie;Rochat;Route du Lac;90;1787;Môtier (Vully);FR;fr;Schweiz;w;+41788036184;44883;CH5300772582055634883;ptan
Frau;Rita;Gottsponer;Obergütschstrasse;8a;6003;Luzern;LU;de;Schweiz;w;+41787042037;27373;CH5300772871125736515;ptan
Herr;Markus;Altermatt;Eichenspesstrasse;11;6010;Kriens;LU;de;Schweiz;m;+41788814081;43636;CH5300772841969479835;ptan
Herr;Daniel;Itten;Käfergrund;13;5000;Aarau;AG;de;Schweiz;m;+41788778723;27455;CH5300772386078958617;mtan
Herr;Thomas;Allemann;Helgenbühlstrasse;3;6277;Kleinwangen;LU;de;Italien ;m;+41788923565;39353;CH5300772790674759565;ptan
Frau;Patricia;Lopes;Chemin des Ecrevisses;34;1288;Aire-la-Ville;GE;fr;Schweiz;w;+41788896023;34581;CH5300772192123810787;ptan
Herr;Thomas;Schmid;Kirchmatt;2;6243;Egolzwil;LU;de;Italien ;m;+41787788587;41011;CH5300772177925118299;ptan
Frau;Barbara;Müller;Neudorfstrasse;1;6027;Römerswil LU;LU;de;Schweiz;w;+41787038818;38366;CH5300772826193272948;ptan
Frau;Caroline;Bazus;Impasse du Grand-Pré;33;1728;Rossens FR;FR;fr;Schweiz;w;+41787778305;44551;CH5300772959484386101;ptan
Frau;Susanne;Durband;Dammstrasse;1;6280;Hochdorf;LU;de;Italien ;w;+41787596037;20134;CH5300772379052427699;mtan
Frau;Sandra;Rodrigues;Rue du Russon;1;1628;Vuadens;FR;fr;Schweiz;w;+41787087832;35528;CH5300772738996616624;ptan
Frau;Francesca;Gianora;Surseestrasse;3;6206;Neuenkirch;LU;de;Deutschland;w;+41788354804;43657;CH5300772523314578826;mtan
Frau;Silvia;Müller;Unterdorf;5;6147;Altbüron;LU;de;Deutschland;w;+41788245215;28918;CH5300772033394752493;mtan
Herr;Michael;Joos;Hengstweid;11;6280;Hochdorf;LU;de;Italien ;m;+41787415341;40871;CH5300772289573485280;ptan
Herr;Markus;Roth;Neubruch Steinleuten;888;9055;Bühler;AR;de;Italien ;m;+41788778205;33248;CH5300772650719597500;ptan
Herr;Fabio;Pfister;Kreuzbergstrasse;17;6252;Dagmersellen;LU;de;Italien ;m;+41788323174;44155;CH5300772323987264661;ptan
Herr;Thomas;Müller;Mattrain;2;6014;Luzern;LU;de;Schweiz;m;+41787072250;41991;CH5300772089110328792;ptan
Herr;Markus;Gmür;Käppelistrasse;17;6287;Aesch LU;LU;de;Italien ;m;+41788547798;32702;CH5300772158186767725;mtan
Frau;Anna;Müller;Aernihüsli;;6170;Schüpfheim;LU;de;Deutschland;w;+41788848630;34151;CH5300772216485902788;ptan
Herr;Markus;Schenker;Herrenwaldweg;13;6048;Horw;LU;de;Schweiz;m;+41788473037;38893;CH5300772390730606150;mtan
Frau;Margrit;Giovanoli;Haldenstrasse;4;6288;Schongau;LU;de;Italien ;w;+41787888865;22373;CH5300772249764464927;mtan
Herr;Bruno;Walker;Hinterbissaustrasse;58;9410;Heiden;AR;de;Frankreich;m;+41788615777;20600;CH5300772479011324486;ptan
Herr;Luca;Bognuda;Via Moscia;89a;6612;Ascona;TI;it;Schweiz;m;+41787028906;35662;CH5300772924823261775;ptan
Frau;Ruth;Hoxha;Lindenfels;9;6023;Rothenburg;LU;de;Schweiz;w;+41787257280;26551;CH5300772782087081777;ptan
Frau;Monica;Keiser;Schmiede Dorf;6;6145;Fischbach LU;LU;de;Deutschland;w;+41788945161;31472;CH5300772872423716817;ptan
Frau;Nicole;Beeler;Bergstrasse;5;9037;Speicherschwendi;AR;de;Italien ;w;+41787322305;40503;CH5300772027455057754;ptan
Herr;Thomas;Zweifel;Hof;397;9426;Lutzenberg;AR;de;Spanien;m;+41788353187;30583;CH5300772714160946880;ptan
Herr;Fritz;Kryeziu;Sonnheim;;6017;Ruswil;LU;de;Schweiz;m;+41788824103;34065;CH5300772984418484550;ptan
Herr;Daniel;Morandi;Chemin des Usses;32;1245;Collonge-Bellerive;GE;fr;Schweiz;m;+41788516123;46936;CH5300772638346904722;mtan
Herr;Alain;Moraga;Route En-Verdau;12;1782;Belfaux;FR;fr;Frankreich;m;+41787576040;30797;CH5300772098440142814;mtan
Frau;Maria;Weber;Rosentalstrasse;6;9410;Heiden;AR;de;Bosnien;w;+41788213468;38916;CH5300772914378785764;ptan
Herr;Martin;Meier;Kreuzstrasse;31;9100;Herisau;AR;de;Kosovo;m;+41788242190;42618;CH5300772283030979192;mtan
Herr;Christian;Arifi;Chemin de la Milice;18a;1228;Plan-les-Ouates;GE;fr;Schweiz;m;+41788663667;20226;CH5300772602783312787;ptan
Frau;Regula;Leoni;Via Ra Carà;4;6926;Montagnola;TI;it;Schweiz;w;+41788926392;32619;CH5300772118931100243;ptan
Herr;Daniel;Zurbrügg;Erlinsbacherstrasse;21;5000;Aarau;AG;de;Schweiz;m;+41787082845;27792;CH5300772455389685381;ptan
Frau;Daniela;Dreni;St.-Anna-Strasse;44;6006;Luzern;LU;de;Schweiz;w;+41788912191;47094;CH5300772009792491784;ptan
Frau;Ursula;Meier;Alte Haslenstrasse;1;9053;Teufen AR;AR;de;Italien ;w;+41787584023;41761;CH5300772599520391349;ptan
Herr;Heinz;Involti;Surseestrasse;18;6218;Ettiswil;LU;de;Italien ;m;+41788852431;39387;CH5300772859146290899;ptan
Frau;Catherine;Pahud;Bergacher;12;3213;Kleinbösingen;FR;de;Schweiz;w;+41787553922;43428;CH5300772906808184387;ptan
Herr;Andreas;Marcoli;Kreuzacher;2;6217;Kottwil;LU;de;Italien ;m;+41788327638;40987;CH5300772049736511653;ptan
Herr;Thomas;Fontana;Ar Pissín;6;6986;Novaggio;TI;it;Schweiz;m;+41787622752;43865;CH5300772822970958105;mtan
Frau;Ursula;Monigatti;Herrenberg;38;6294;Ermensee;LU;de;Italien ;w;+41787957636;29160;CH5300772766749395053;ptan
Herr;Michael;Eigenheer;Mühlbach;134;9063;Stein AR;AR;de;Albanien;m;+41787503042;37860;CH5300772890935205002;mtan
Herr;Werner;Hofmann;Haltenriedstrasse;19;6045;Meggen;LU;de;Schweiz;m;+41788536091;31267;CH5300772854156141510;mtan
Herr;Philippe;Wegmuller;Rue de Neuchâtel;29;1201;Genève;GE;fr;Frankreich;m;+41788024994;29053;CH5300772965625247895;ptan
Herr;Peter;Birrer;Entlebucherstrasse;54;6110;Wolhusen;LU;de;Deutschland;m;+41788057948;24533;CH5300772824396102662;ptan
Herr;Josef;Kaufmann;Unterberg;1;6133;Hergiswil b. Willisau;LU;de;Deutschland;m;+41787997779;36765;CH5300772095687397415;ptan
Herr;Thomas;Meier;Almenweg;45;9042;Speicher;AR;de;Italien ;m;+41788712845;26398;CH5300772443150121459;ptan
Herr;Christian;Buchli;Rüslenweg;10;6244;Nebikon;LU;de;Italien ;m;+41788747748;45893;CH5300772186835639074;mtan
Herr;Andreas;Honegger;Saien;964;9107;Urnäsch;AR;de;Bosnien;m;+41788702348;44908;CH5300772898999568185;ptan
Herr;Andreas;Senn;Oberchärns;11b;6023;Rothenburg;LU;de;Schweiz;m;+41788778327;46243;CH5300772145692252157;mtan
Herr;Peter;Franziscus;Meierhöfliweg;7;6285;Hitzkirch;LU;de;Italien ;m;+41787976530;38278;CH5300772956998784545;mtan
Herr;Peter;Strasser;Hohberg;1835;9100;Herisau;AR;de;Albanien;m;+41787034363;25035;CH5300772213936777437;ptan
Frau;Barbara;Bähler;Dammweg;45;5000;Aarau;AG;de;Schweiz;w;+41788695069;39206;CH5300772058750386419;ptan
Frau;Anne;Porchet;Rue Centrale;21;1247;Anières;GE;fr;Schweiz;w;+41788165936;41878;CH5300772109491050156;ptan
Frau;Manuela;Brand;Unterdorf;9;6170;Schüpfheim;LU;de;Deutschland;w;+41787948330;40103;CH5300772940159619966;ptan
Herr;Christian;Borer;Schweizerhausstrasse;10;6006;Luzern;LU;de;Schweiz;m;+41787385385;31954;CH5300772544982628691;ptan
Herr;Christian;Dakaj;Lindenstrasse;48;6015;Luzern;LU;de;Schweiz;m;+41788658980;27949;CH5300772224346081797;ptan
Frau;Sandra;Roffler;Bifangrainstrasse;1;6260;Reiden;LU;de;Italien ;w;+41788304200;42340;CH5300772673062072342;ptan
Herr;Thomas;Bianchi;Weidmatt;1;6212;St. Erhard;LU;de;Deutschland;m;+41787154874;26677;CH5300772890004334576;mtan
Herr;Hans;Berger;Wöschnauring;25;5000;Aarau;AG;de;Schweiz;m;+41788583517;44701;CH5300772424406101049;mtan
Herr;Marco;Bissig;Chlosterweg;7;6170;Schüpfheim;LU;de;Deutschland;m;+41788827068;21844;CH5300772805106785647;ptan
Frau;Ursula;Schmid;Untere Bleichi;612;9053;Teufen AR;AR;de;Italien ;w;+41788062848;29480;CH5300772748429778165;mtan
Herr;Josef;Haller;Schönblickhöhe;8;6045;Meggen;LU;de;Schweiz;m;+41788625426;29216;CH5300772984332112021;ptan
Frau;Sandra;Raguth Tscharner;Märglenweid;20;6276;Hohenrain;LU;de;Italien ;w;+41788084318;44474;CH5300772748744499813;ptan
Herr;Thomas;Meyer;Äckerli;851;9064;Hundwil;AR;de;Albanien;m;+41787573653;46854;CH5300772616562561800;ptan
Frau;Cristina;Morgantini;Marzano;26;6718;Olivone;TI;it;Schweiz;w;+41788223023;35758;CH5300772897750760052;ptan
Herr;Daniel;Meier;Sedel;3536;9100;Herisau;AR;de;Albanien;m;+41788183547;22504;CH5300772132554684790;ptan
Herr;Andreas;Keller;Nieschbergstrasse;45;9100;Herisau;AR;de;Albanien;m;+41787774477;40715;CH5300772305681880969;ptan
Frau;Cristina;Belloli;Schönisei;6;6174;Sörenberg;LU;de;Deutschland;w;+41788502282;33450;CH5300772159458142771;ptan
Frau;Sara;Sartori;Seestrasse;31;6205;Eich;LU;de;Deutschland;w;+41787115104;30078;CH5300772484659328850;ptan
Frau;Karin;Wieland;In der Breiten;16;6244;Nebikon;LU;de;Italien ;w;+41788697222;34409;CH5300772511875482933;mtan
Herr;Giovanni;Merlini;Schlichtiwäldli;6;6203;Sempach Station;LU;de;Deutschland;m;+41787355144;40247;CH5300772361924581364;ptan
Herr;Daniel;Weber;Rigistrasse;165;6353;Weggis;LU;de;Italien ;m;+41787807657;20310;CH5300772598584094777;mtan
Frau;Catherine;Da Silva;Chemin des Ruches;8a;1292;Chambésy;GE;fr;Schweiz;w;+41788358786;33876;CH5300772207314728977;mtan
Frau;Brigitte;Keller;Bachstrasse;13b;9100;Herisau;AR;de;Kosovo;w;+41787092266;28174;CH5300772874989863767;ptan
Frau;Manuela;Helfenstein;Sternenried;6;6048;Horw;LU;de;Schweiz;w;+41788413438;36089;CH5300772660769178330;ptan
Herr;Daniel;Hofmeier;Horwerstrasse;129;6010;Kriens;LU;de;Schweiz;m;+41788495014;28174;CH5300772053873486046;ptan
Frau;Claudia;Neukomm;Walthersburgstrasse;15;5000;Aarau;AG;de;Schweiz;w;+41788014321;45239;CH5300772207878676413;ptan
Herr;Hans;Rüede;Sidenberg;3;6027;Römerswil LU;LU;de;Schweiz;m;+41788656439;34049;CH5300772195669765573;mtan
Frau;Nina;Bernasconi;Weidmatt;1;6212;St. Erhard;LU;de;Deutschland;w;+41787404116;26986;CH5300772571059337275;ptan
Herr;Peter;Baggenstos;Im Bienz;30;6170;Schüpfheim;LU;de;Deutschland;m;+41788403580;30621;CH5300772217819228016;mtan
Frau;Maria;Bentele;Grundhof;;6214;Schenkon;LU;de;Italien ;w;+41787234472;42706;CH5300772426839442271;mtan
Frau;Beatrice;Zumofen;Moosstrasse;9;6003;Luzern;LU;de;Schweiz;w;+41787848858;20128;CH5300772100649603259;ptan
Herr;Andreas;Müller;Lochersebni;6;9038;Rehetobel;AR;de;Italien ;m;+41788138010;25195;CH5300772387790285992;ptan
Herr;Peter;Vogt;Alpenstrasse;37;6010;Kriens;LU;de;Schweiz;m;+41787782874;39190;CH5300772607206520826;ptan
Herr;Michael;Wehrli;Eschenbachstrasse;53;6023;Rothenburg;LU;de;Schweiz;m;+41788757238;33003;CH5300772547232531585;ptan
Herr;Michael;Krättli;Haldenrain;7;6253;Uffikon;LU;de;Italien ;m;+41788833843;22381;CH5300772187686928436;ptan
Frau;Silvia;Wickli;Rain;125;9063;Stein AR;AR;de;Albanien;w;+41788317984;44872;CH5300772756726477662;ptan
Herr;Francesco;Gasser;Wegmatte;3;6170;Schüpfheim;LU;de;Deutschland;m;+41788154030;23142;CH5300772086187498839;ptan
Herr;Fabian;Gobeli;Pelzgasse;11;5000;Aarau;AG;de;Schweiz;m;+41788957330;48795;CH5300772637948021324;mtan
Herr;Peter;Häfliger;Oberdorfstrasse;13;6106;Werthenstein;LU;de;Deutschland;m;+41787062534;38693;CH5300772592827243366;mtan
Frau;Monika;Röthlin;Bahnhofstrasse;6;6102;Malters;LU;de;Deutschland;w;+41788205686;31852;CH5300772505480950552;ptan
Herr;Nicolas;Favre;Kreuzmattweg;32;1712;Tafers;FR;de;Schweiz;m;+41788842943;28669;CH5300772472296339431;ptan
Herr;Simon;Bucher;Untermattstrasse;24;6048;Horw;LU;de;Schweiz;m;+41788357662;29962;CH5300772103627439544;ptan
Herr;Hans;Riva;Schoren;;6213;Knutwil;LU;de;Deutschland;m;+41788283538;39938;CH5300772804481589178;ptan
Frau;Sandra;Ruder;Holderenstrasse;31;9038;Rehetobel;AR;de;Italien ;w;+41788222317;35281;CH5300772707584454310;mtan
Frau;Stéphanie;Pittet;Place du Temple;13;1227;Carouge GE;GE;fr;Schweiz;w;+41787828559;45582;CH5300772372542630226;ptan
Herr;Peter;Grünenfelder;Alte Kantonsstrasse;108;6274;Eschenbach LU;LU;de;Italien ;m;+41788697133;37210;CH5300772881472924596;mtan
Herr;Pietro;Monotti;Hültschern;5;6204;Sempach;LU;de;Deutschland;m;+41787455134;34970;CH5300772483999075887;mtan
Frau;Maria;Da Silva;Chemin de la Dode;27;1232;Confignon;GE;fr;Schweiz;w;+41787816334;34315;CH5300772936923350505;ptan
Frau;Monika;Schneiter;Hohlgasse;47;5000;Aarau;AG;de;Schweiz;w;+41787402768;44179;CH5300772897502244868;ptan
Frau;Maria;Blatter;Bach;1;6103;Schwarzenberg LU;LU;de;Deutschland;w;+41788837804;40547;CH5300772261116993056;ptan
Herr;Michael;Itin;Horwerstrasse;139;6010;Kriens;LU;de;Schweiz;m;+41788882689;41178;CH5300772870261850408;ptan
Herr;Thomas;Lucic;Luzernerstrasse;18;6045;Meggen;LU;de;Schweiz;m;+41787285256;28331;CH5300772388001149904;mtan
Frau;Maria;Muller;Chemin de Belle-Cour;58;1213;Onex;GE;fr;Schweiz;w;+41788078209;24555;CH5300772679858202604;ptan
Frau;Sara;Christen;Glashüttli;1;6162;Finsterwald b. Entlebuch;LU;de;Deutschland;w;+41788737720;45584;CH5300772472454094585;mtan
Herr;Hans;Stalder;Kyburgerstrasse;12;5000;Aarau;AG;de;Schweiz;m;+41787352845;32686;CH5300772602579132025;mtan
Frau;Claudia;Guidicelli;Via Luigi Piffaretti;24b;6853;Ligornetto;TI;it;Albanien;w;+41788417561;48365;CH5300772348213728933;ptan
Herr;Marco;Müller;Kantonsstrasse;2;6264;Pfaffnau;LU;de;Italien ;m;+41788017947;20667;CH5300772247748012420;ptan
Frau;Catherine;Crottaz;Les Bochenets;17;1637;Charmey (Gruyère);FR;fr;Frankreich;w;+41787876735;44413;CH5300772856220250644;ptan
Frau;Ursula;Manetti;Via Scuola Vecchia;6;6928;Manno;TI;it;Italien;w;+41787274509;45726;CH5300772265702530101;ptan
Frau;Maria;Tamagni;Hauptstrasse;68;6182;Escholzmatt;LU;de;Deutschland;w;+41787076096;24563;CH5300772209299545512;ptan
Herr;Stefan;Mulaj;St. Niklausenstrasse;90;6047;Kastanienbaum;LU;de;Schweiz;m;+41787156943;45313;CH5300772690131747069;ptan
Herr;David;Martinez;Sur-Carro;47;1727;Corpataux;FR;fr;Schweiz;m;+41787038575;30369;CH5300772276601456295;ptan
Frau;Daniela;Berta;Rischlistrasse;54;6174;Sörenberg;LU;de;Deutschland;w;+41787992444;23297;CH5300772603184628494;mtan
Frau;Maria;Lüthi;Eschenstrasse;9;6020;Emmenbrücke;LU;de;Schweiz;w;+41787614853;25325;CH5300772337649674902;mtan
Herr;Francesco;Duca;Via D. Bacilieri;32;6648;Minusio;TI;it;Italien;m;+41788277671;35588;CH5300772803434500707;ptan
Frau;Barbara;Birrer;Langnau;3;6106;Werthenstein;LU;de;Deutschland;w;+41787607253;27811;CH5300772408481176933;mtan
Frau;Christine;Marinkovic;Via Carolina Maraini-Sommaruga;35;6900;Lugano;TI;it;Schweiz;w;+41788234689;32788;CH5300772821128443163;ptan
Frau;Ruth;Hänni;Dorfstrasse;9d;6276;Hohenrain;LU;de;Italien ;w;+41787723457;32110;CH5300772714963947944;ptan
Herr;Daniel;Schmid;Kirchrain;9;9042;Speicher;AR;de;Italien ;m;+41788853743;33210;CH5300772643298626873;ptan
Herr;Andreas;Imwinkelried;Jugiweg;21;6004;Luzern;LU;de;Schweiz;m;+41787152191;30442;CH5300772286850879346;ptan
Frau;Andrea;Hirschi;Bruwald;5;6022;Grosswangen;LU;de;Schweiz;w;+41787206037;23946;CH5300772839159915579;ptan
Frau;Lisa;Lang;Luthernweg;8;6144;Zell LU;LU;de;Deutschland;w;+41787092827;32321;CH5300772409052790622;ptan
Frau;Irene;Meier;Mühlerain;4;6010;Kriens;LU;de;Schweiz;w;+41788804371;41749;CH5300772756268183995;ptan
Frau;Daniela;Weber;Schachenweidstrasse;125;6030;Ebikon;LU;de;Schweiz;w;+41788358723;20301;CH5300772614921920684;ptan
Herr;Andreas;Said;Nelkenstrasse;28;6032;Emmen;LU;de;Schweiz;m;+41787672767;34966;CH5300772316233337196;mtan
Herr;Marco;Rossi;Via alla Chiesa;9;6946;Ponte Capriasca;TI;it;Schweiz;m;+41787152473;26859;CH5300772028654799630;ptan
Frau;Maria;Jetzer;Alfred-Schindler-Strasse;3;6032;Emmen;LU;de;Schweiz;w;+41788426542;38098;CH5300772398545696793;mtan
Herr;Stefan;Meier;Warteggstrasse;3a;9100;Herisau;AR;de;Albanien;m;+41787138463;25162;CH5300772200452112135;mtan
Frau;Barbara;Laurent;Roodigstrasse;9;6287;Aesch LU;LU;de;Italien ;w;+41787512822;29112;CH5300772317702234028;ptan
Herr;Christian;Hügin;Obere Dattenbergstrasse;23;6005;Luzern;LU;de;Schweiz;m;+41787826287;42005;CH5300772187899248151;ptan
Herr;Giuseppe;Vanetti;Hubelmatt;5;6206;Neuenkirch;LU;de;Deutschland;m;+41787484144;33937;CH5300772988741770580;ptan
Herr;Martin;Müller;In der Breiten;25;6244;Nebikon;LU;de;Italien ;m;+41787183376;45488;CH5300772180094389794;ptan
Herr;Peter;Mosbacher;Wierenmattstrasse;33;6295;Mosen;LU;de;Italien ;m;+41788288984;37507;CH5300772630439019046;mtan
Frau;Anna;Häfliger;Hauptgasse;5;6130;Willisau;LU;de;Deutschland;w;+41787237180;44814;CH5300772231765204913;ptan
Herr;Urs;Rupp;Steigstrasse;36;9055;Bühler;AR;de;Italien ;m;+41787825422;49382;CH5300772709615768942;ptan
Frau;Beatrice;Tschopp;Kreuzstrasse;32;6010;Kriens;LU;de;Schweiz;w;+41787033405;47084;CH5300772435003135303;ptan
Frau;Ursula;König;Goldi;1056;9053;Teufen AR;AR;de;Italien ;w;+41788977472;20640;CH5300772158906817337;ptan
Herr;Daniel;Sigrist;Brand;4;9042;Speicher;AR;de;Italien ;m;+41787016650;25870;CH5300772137112747800;ptan
Frau;Susanne;Zinsli;Kirchstrasse;13;6244;Nebikon;LU;de;Italien ;w;+41787283019;39540;CH5300772760142902028;mtan
Frau;Marianne;Salvett;Alte Landstrasse;1;6285;Hitzkirch;LU;de;Italien ;w;+41787542553;27231;CH5300772627793159975;ptan
Herr;Roberto;Dazzi;Largo Bernasconi;5;6874;Castel San Pietro;TI;it;Italien;m;+41788035690;31641;CH5300772195484178319;mtan
Herr;Franz;Burgherr;Lerchenbühlhöhe;7;6045;Meggen;LU;de;Schweiz;m;+41787406738;36298;CH5300772499280826294;mtan
Herr;Claude;Cerutti;Chemin des Bougeries;31;1228;Plan-les-Ouates;GE;fr;Bosnien;m;+41787387448;30668;CH5300772933706108578;ptan
Herr;Urs;Häfelfinger;Oberhusrain;9;6010;Kriens;LU;de;Schweiz;m;+41788898568;20297;CH5300772204344366916;ptan
Frau;Ruth;Fischer;Heimetweg;10;6032;Emmen;LU;de;Schweiz;w;+41787513455;38828;CH5300772292629741392;ptan
Herr;Michael;Keller;Tobel;823;9103;Schwellbrunn;AR;de;Kosovo;m;+41788636996;20787;CH5300772134279640122;ptan
Herr;Thomas;Meier;Straussweg;7;6344;Meierskappel;LU;de;Italien ;m;+41787097667;32843;CH5300772809013774659;mtan
Frau;Daniela;Oehen;Dorfstrasse;23;6142;Gettnau;LU;de;Deutschland;w;+41787016573;47338;CH5300772672289895372;ptan
Herr;Claudio;Ulber;In der Breiten;8;6244;Nebikon;LU;de;Italien ;m;+41788363159;36327;CH5300772698657234002;mtan
Frau;Christine;Bettschen;Laurenzenvorstadt;131;5000;Aarau;AG;de;Schweiz;w;+41788742255;29229;CH5300772416722887958;mtan
Frau;Karin;Bürgin;Obere Dattenbergstrasse;37;6010;Kriens;LU;de;Schweiz;w;+41788653654;48413;CH5300772263461226834;ptan
Frau;Ursula;Schneider;Alpenquai;33;6005;Luzern;LU;de;Schweiz;w;+41788945046;35712;CH5300772777759316275;ptan
Herr;Philippe;Baudet;Schmiedstrasse;17;3284;Fräschels;FR;de;Schweiz;m;+41787992919;44565;CH5300772936597634874;ptan
Herr;Andreas;Oser;Voltastrasse;52;6005;Luzern;LU;de;Schweiz;m;+41787768306;29044;CH5300772865435212616;ptan
Frau;Monika;Meier;Dicken;424;9035;Grub AR;AR;de;Italien ;w;+41788715042;20057;CH5300772700885547269;ptan
Frau;Gabriela;Baltermia;Rosengartenstrasse;35;6280;Hochdorf;LU;de;Italien ;w;+41787973990;34500;CH5300772272935799325;ptan
Frau;Monika;Dietiker;Aeschenthürlistrasse;3;6030;Ebikon;LU;de;Schweiz;w;+41787422136;27327;CH5300772086544187261;ptan
Herr;Marco;Rieder;Rigiring;6;6280;Hochdorf;LU;de;Italien ;m;+41788062776;42078;CH5300772340990887164;mtan
Herr;Thomas;Zufferey;Spitalstrasse;3;6004;Luzern;LU;de;Schweiz;m;+41788778213;43342;CH5300772764820239214;mtan
Herr;Beat;Gloor;Naumattstrasse;4;6045;Meggen;LU;de;Schweiz;m;+41787128421;21326;CH5300772396832021916;ptan
Frau;Maria;Dubach;Walferdingenweg;1;6110;Wolhusen;LU;de;Deutschland;w;+41787552241;48722;CH5300772207190728704;mtan
Herr;Markus;Wanner;Seeweg;19;6123;Geiss;LU;de;Deutschland;m;+41788953157;39842;CH5300772940924318978;ptan
Frau;Ursula;Kamm;Mohren;4;9411;Reute AR;AR;de;Spanien;w;+41788036497;26032;CH5300772751306359354;ptan
Herr;Jean;Da Silva;Rue des Deux-Ponts;2;1205;Genève;GE;fr;Schweiz;m;+41788915263;24888;CH5300772608610781652;ptan
Herr;Hanspeter;Müller;Signalstrasse;12;5000;Aarau;AG;de;Schweiz;m;+41788152489;24505;CH5300772095516492931;ptan
Frau;Catherine;Gardi;Route des Mouettes;10;1723;Marly;FR;fr;Schweiz;w;+41787436045;26957;CH5300772794021203348;ptan
Frau;Silvia;Niederberger;Gyrstock-Käserei;;6154;Hofstatt;LU;de;Deutschland;w;+41788417882;38522;CH5300772559465398556;ptan
Frau;Elisabeth;Iten;Kronmatte;14;6145;Fischbach LU;LU;de;Deutschland;w;+41787848526;32332;CH5300772423980174666;ptan
Frau;Marie;Favre;Chemin des Cyprès;15;1226;Thônex;GE;fr;Schweiz;w;+41787387426;30413;CH5300772911590599154;ptan
Frau;Ursula;Kalbermatter;Bernstrasse;68;6003;Luzern;LU;de;Schweiz;w;+41787663027;23444;CH5300772533099619919;mtan
Herr;Christian;Escher;Steinfeldstrasse;28;5033;Buchs AG;AG;de;Schweiz;m;+41787096932;26327;CH5300772229671825586;ptan
Frau;Katia;Fornera;Geissenmoos;1;6196;Marbach LU;LU;de;Deutschland;w;+41787226274;20253;CH5300772872745096480;mtan
Herr;Philippe;Rochat;Dürrenbergstrasse;33;1734;Tentlingen;FR;de;Schweiz;m;+41787587456;36282;CH5300772674017143276;mtan
Frau;Margrit;Pacolli;Sonnmattstrasse;3;6210;Sursee;LU;de;Deutschland;w;+41788755722;48181;CH5300772350362181647;ptan
Frau;Erika;Moser;Pelzgasse;19;5000;Aarau;AG;de;Schweiz;w;+41787488728;39220;CH5300772044998594526;ptan
Herr;David;Pereira;Chemin de l'Echo;5a;1213;Onex;GE;fr;Kroatien;m;+41788057660;41149;CH5300772336147587016;ptan
Frau;Paola;Scettrini;Schärligbad;2;6196;Marbach LU;LU;de;Deutschland;w;+41788648784;24439;CH5300772269374826529;ptan
Frau;Sandra;Gansner;Brülmattweg;1;6260;Reiden;LU;de;Italien ;w;+41787356803;35105;CH5300772907859135575;mtan
Frau;Susanne;Morgenthaler;Sonnbüel;29;6024;Hildisrieden;LU;de;Schweiz;w;+41788577034;34021;CH5300772371991013840;ptan
Frau;Ana;Rodrigues;Route du Grand-Lancy;62;1212;Grand-Lancy;GE;fr;Schweiz;w;+41788627518;25389;CH5300772901127259316;mtan
Frau;Laura;Weiss;Bifigmatte;4;6144;Zell LU;LU;de;Deutschland;w;+41787362948;25812;CH5300772582981207205;mtan
Herr;Hans;Graber;Göbsistrasse;705;9053;Teufen AR;AR;de;Italien ;m;+41787475439;36731;CH5300772212301482467;ptan
Herr;Michel;Desbiolles;Rue du Faubourg;28;1286;Soral;GE;fr;Schweiz;m;+41788752160;44854;CH5300772675943799729;ptan
Herr;Andreas;Graf;Zinggen;2;6264;Pfaffnau;LU;de;Italien ;m;+41788534748;42103;CH5300772970287184863;ptan
Herr;Markus;Bächtold;Schlatt;4;9043;Trogen;AR;de;Italien ;m;+41787457141;45165;CH5300772274435397862;ptan
Herr;Christophe;Garcia;Route de l'Etriva;18;1776;Montagny-la-Ville;FR;fr;Schweiz;m;+41787466367;35808;CH5300772628405155387;ptan
